current_distance,lane_distance,max_speed_difference_kmh,pair,possible_tailgating,same_lane
-4.799753804205274,6.234395286015524,-8.639556847569493,Car1-Car2,No,No
-10.163393548111047,0.0015596749260692274,-18.294108386599884,Car2-Car3,Yes,Yes
,0.13730546315754424,,Car3-Car4,Yes,Yes
,6.904978522777045,,Car4-Car5,No,No
,6.683791912258696,,Car5-Car6,No,No
,7.747177847181721,,Car8-Car9,No,No
,5.870871503693971,,Car1-Car2,No,No
,10.011913202623644,,Car2-Car3,No,No
,15.995325924425394,,Car1-Car2,No,No
,1.6432944351453502,,Car1-Car2,No,No
8.451380717225785,0.41663367081787744,15.212485291006413,Car1-Car2,Yes,Yes
4.964833897792627,0.007641135130836242,8.93670101602673,Car1-Car2,Yes,Yes
-3.7812530409505887,6.437378463393623,-6.80625547371106,Car1-Car2,No,No
,6.515733669863923,,Car2-Car3,No,No
,6.419848594152312,,Car3-Car4,No,No
,6.898048527396313,,Car4-Car5,No,No
,0.17426597595438817,,Car7-Car8,Yes,Yes
,6.8066457342297,,Car8-Car9,No,No
,5.510218113883511,,Car1-Car2,No,No
,12.40261146039336,,Car2-Car3,No,No
4.735482608884979,0.09980437288661374,8.523868695992961,Car1-Car2,Yes,Yes
6.774366465761402,0.19048229691245616,12.193859638370522,Car2-Car3,Yes,Yes
,17.84385242087423,,Car3-Car4,No,No
,18.886474688251383,,Car4-Car5,No,No
,6.124986751631786,,Car1-Car2,No,No
,8.707426337550693,,Car2-Car3,No,No
,2.8026959355249885,,Car2-Car3,No,No
,3.6375947435198333,,Car3-Car4,No,No
,12.565410799036712,,Car4-Car5,No,No
7.738538043141351,0.02612096394529924,13.929368477654432,Car1-Car2,Yes,Yes
,16.751428144936874,,Car2-Car3,No,No
,14.336322921653148,,Car3-Car4,No,No
,2.465380153900071,,Car4-Car5,No,No
,16.934460753081662,,Car5-Car6,No,No
,17.424238087021298,,Car6-Car7,No,No
,17.170016846158976,,Car7-Car8,No,No
14.522067129882855,0.6911339651906324,26.139720833789138,Car1-Car2,Yes,Yes
-7.406300124538728,0.40649627257782217,-13.33134022416971,Car2-Car3,Yes,Yes
,1.4049969189589777,,Car3-Car4,No,No
1.1619544399946085,0.5325154213017544,2.0915179919902953,Car1-Car2,Yes,Yes
16.65819556347574,13.52812728956949,29.98475201425633,Car2-Car3,No,No
,4.598690645930618,,Car3-Car4,No,No
,0.7702487443358056,,Car4-Car5,Yes,Yes
,4.604532331156435,,Car5-Car6,No,No
,16.046063350042644,,Car6-Car7,No,No
,3.9899266264773514,,Car1-Car2,No,No
11.973531372193468,0.6564537652108251,21.552356469948244,Car1-Car2,Yes,Yes
,1.9348528204816113,,Car1-Car2,No,No
5.279878328064601,3.15442201764595,9.503780990516283,Car1-Car2,No,No
,0.18591277708184384,,Car4-Car5,Yes,Yes
,4.317190415349446,,Car1-Car2,No,No
,8.557330067116645,,Car2-Car3,No,No
,14.299037234380293,,Car3-Car4,No,No
,12.133084382557467,,Car1-Car2,No,No
,1.774920773822015,,Car2-Car3,No,No
,5.9893513140890855,,Car3-Car4,No,No
5.804150695487709,0.1127467437342163,10.447471251877877,Car1-Car2,Yes,Yes
12.786748452859563,0.515913480851609,23.016147215147214,Car2-Car3,Yes,Yes
,3.8983035213417643,,Car1-Car2,No,No
,17.370988878690863,,Car2-Car3,No,No
,14.101700233604584,,Car3-Car4,No,No
19.208180466129235,0.9563835832386595,34.57472483903262,Car1-Car2,Yes,Yes
-14.42450880892978,1.8104333576725218,-25.964115856073605,Car2-Car3,No,No
,0.4092527221651528,,Car3-Car4,Yes,Yes
,3.239911616175972,,Car4-Car5,No,No
4.435637215589534,14.50890721357462,7.98414698806116,Car1-Car2,No,No
,1.0374977218050891,,Car2-Car3,No,No
,0.5473908625135072,,Car3-Car4,Yes,Yes
,2.3722513107037444,,Car4-Car5,No,No
5.075487863872867,0.08349929936199521,9.135878154971161,Car1-Car2,Yes,Yes
6.329317778070993,0.00041237012758576727,11.392772000527788,Car2-Car3,Yes,Yes
,17.874393893124683,,Car3-Car4,No,No
,18.90856441271337,,Car4-Car5,No,No
,19.378970044938008,,Car5-Car6,No,No
-0.15503751020631285,0.11178635206802764,-0.2790675183713631,Car1-Car2,Yes,Yes
0.1198273453986559,2.3800944465062694,0.21568922171758062,Car2-Car3,No,No
,0.7910584220705434,,Car3-Car4,Yes,Yes
,6.49502010236474,,Car4-Car5,No,No
,3.6904374399666873,,Car5-Car6,No,No
,2.0397977088105503,,Car9-Car10,No,No
,18.30998918450565,,Car1-Car2,No,No
14.418104616164321,0.31745444694189795,25.952588309095777,Car1-Car2,Yes,Yes
,6.087705213873784,,Car2-Car3,No,No
,6.430014437992103,,Car3-Car4,No,No
,7.08298276817377,,Car4-Car5,No,No
-4.4160138734018455,1.974063199321955,-7.9488249721233215,Car1-Car2,No,No
,0.108093350036215,,Car2-Car3,Yes,Yes
,7.288086697151872,,Car3-Car4,No,No
,6.648701094987225,,Car4-Car5,No,No
4.046132292166922,12.00727932364002,7.283038125900459,Car1-Car2,No,No
7.486900297938004,11.673806648162655,13.476420536288408,Car2-Car3,No,No
-6.825116848998846,11.634426441393975,-12.285210328197923,Car3-Car4,No,No
,0.15995382053646523,,Car5-Car6,Yes,Yes
,0.31183945460588,,Car6-Car7,Yes,Yes
,11.185045811490136,,Car7-Car8,No,No
,0.059057828276876966,,Car8-Car9,Yes,Yes
6.107319773651703,0.0021166872881563186,10.993175592573067,Car1-Car2,Yes,Yes
3.855016046012288,0.15676097811166947,6.939028882822119,Car2-Car3,Yes,Yes
11.673843416067404,0.2556265620255919,21.012918148921326,Car3-Car4,Yes,Yes
14.206837674461191,0.15885890812254938,25.572307814030147,Car4-Car5,Yes,Yes
,2.0469324426635995,,Car1-Car2,No,No
,23.55151752379236,,Car2-Car3,No,No
-0.052270666313826535,2.984374509588553,-0.09408719936488777,Car1-Car2,No,No
,0.6603238790405914,,Car3-Car4,Yes,Yes
,2.2473042330921515,,Car4-Car5,No,No
,11.372436612634816,,Car5-Car6,No,No
,5.581263953613389,,Car6-Car7,No,No
,7.976039177445717,,Car1-Car2,No,No
,1.9582984163818105,,Car1-Car2,No,No
,2.4933053031164176,,Car2-Car3,No,No
,9.98028079818213,,Car4-Car5,No,No
,2.641657148538559,,Car6-Car7,No,No
,2.2060572873992053,,Car1-Car2,No,No
,5.462820122801056,,Car1-Car2,No,No
,3.46051025613635,,Car2-Car3,No,No
,5.534867219406416,,Car3-Car4,No,No
,6.631866735012901,,Car1-Car2,No,No
27.448182135152464,9.109732728718159,49.40672784327443,Car1-Car2,No,No
,3.654065732885534,,Car2-Car3,No,No
,0.20067309548209433,,Car3-Car4,Yes,Yes
,3.757428287095764,,Car4-Car5,No,No
5.932429762307147,0.03241988896975888,10.678373572152866,Car1-Car2,Yes,Yes
-8.774886463174756,0.9368158299675999,-15.79479563371456,Car2-Car3,Yes,Yes
8.287413828030024,0.26084211031623816,14.917344890454043,Car1-Car2,Yes,Yes
8.846136462392776,0.6016915493981183,15.923045632306996,Car1-Car2,Yes,Yes
,2.3968516707373504,,Car2-Car3,No,No
6.061661900713264,7.626682448501597,10.910991421283875,Car1-Car2,No,No
-5.423015245911283,0.010681147212844286,-9.761427442640308,Car2-Car3,Yes,Yes
,7.503464967462708,,Car3-Car4,No,No
,7.471604086733749,,Car4-Car5,No,No
,6.896452750615083,,Car5-Car6,No,No
,17.920811150172693,,Car6-Car7,No,No
,0.061604724835786856,,Car7-Car8,Yes,Yes
-6.429079999920372,0.40331642788745065,-11.57234399985667,Car1-Car2,Yes,Yes
,2.2398347594738355,,Car1-Car2,No,No
,1.6407048732353673,,Car1-Car2,No,No
,3.8777396673295943,,Car2-Car3,No,No
,1.0144676660569116,,Car3-Car4,No,No
,3.7208862113720365,,Car4-Car5,No,No
5.43402693574409,5.258125156587175,9.781248484339361,Car1-Car2,No,No
,0.29591264053349653,,Car8-Car9,Yes,Yes
,12.819100450171566,,Car1-Car2,No,No
,4.592494219567657,,Car2-Car3,No,No
,4.447667882918085,,Car3-Car4,No,No
,16.288164127634936,,Car4-Car5,No,No
,10.879145927570613,,Car5-Car6,No,No
,4.792810224772117,,Car1-Car2,No,No
1.2067921139084286,3.1160758043026995,2.1722258050351715,Car1-Car2,No,No
,3.6679842709392623,,Car2-Car3,No,No
,0.8359778903497319,,Car3-Car4,Yes,Yes
12.415181977970786,0.05955143139985989,22.347327560347413,Car1-Car2,Yes,Yes
,1.753664908932275,,Car1-Car2,No,No
5.277743614476615,11.49051164742633,9.499938506057907,Car1-Car2,No,No
4.96245491472209,11.782360113054924,8.932418846499763,Car2-Car3,No,No
-6.661875575791603,0.27716621832846283,-11.991376036424885,Car3-Car4,Yes,Yes
,0.09616675075249806,,Car4-Car5,Yes,Yes
,11.597632748459985,,Car5-Car6,No,No
,0.4319108638771906,,Car6-Car7,Yes,Yes
,9.861149456074038,,Car7-Car8,No,No
,5.221987443912277,,Car1-Car2,No,No
,12.731602709601985,,Car2-Car3,No,No
,4.7068312533034975,,Car3-Car4,No,No
,2.4572128637526305,,Car4-Car5,No,No
,4.541692711152535,,Car5-Car6,No,No
4.919743793953967,0.09445352291427053,8.85553882911714,Car1-Car2,Yes,Yes
5.377026170295697,0.0085775897829557,9.678647106532257,Car1-Car2,Yes,Yes
,5.864866112437505,,Car2-Car3,No,No
,5.3032689575775915,,Car4-Car5,No,No
-11.751166672771673,3.9144960288243595,-21.15210001098901,Car1-Car2,No,No
-14.318360603412406,0.0029371583023352684,-25.773049086142333,Car2-Car3,Yes,Yes
,0.07113094866449717,,Car3-Car4,Yes,Yes
,2.6723853332017944,,Car4-Car5,No,No
,2.9812676400530824,,Car5-Car6,No,No
-7.445159587787745,3.115441618346635,-13.401287258017941,Car1-Car2,No,No
,3.2615622935148028,,Car2-Car3,No,No
,0.07474761712123186,,Car3-Car4,Yes,Yes
,5.785164789299279,,Car3-Car4,No,No
6.0715068229892015,0.06949795808133759,10.928712281380564,Car1-Car2,Yes,Yes
11.397013069584085,13.076836401279115,20.514623525251356,Car2-Car3,No,No
,18.715958740688997,,Car3-Car4,No,No
,18.881348633643306,,Car4-Car5,No,No
,19.417144542405413,,Car5-Car6,No,No
,18.17698226410601,,Car6-Car7,No,No
,11.630696752676656,,Car7-Car8,No,No
,0.505429461436593,,Car8-Car9,Yes,Yes
,5.696408761625217,,Car2-Car3,No,No
,12.914740235730926,,Car4-Car5,No,No
14.568475677185718,0.04074523079010524,26.223256218934292,Car1-Car2,Yes,Yes
,9.720900678744089,,Car1-Car2,No,No
,4.478640258076733,,Car2-Car3,No,No
,20.802239849657084,,Car2-Car3,No,No
,4.405634858740062,,Car3-Car4,No,No
5.509183512504791,2.183272573270056,9.916530322508624,Car1-Car2,No,No
13.209110257197434,0.6265561844564452,23.77639846295538,Car2-Car3,Yes,Yes
4.685110064979359,0.2137910535487108,8.433198116962846,Car3-Car4,Yes,Yes
,0.01729625599697024,,Car5-Car6,Yes,Yes
-19.821525030844484,3.605950622252031,-35.67874505552007,Car1-Car2,No,No
,0.09261592079112362,,Car2-Car3,Yes,Yes
,4.27304279833359,,Car2-Car3,No,No
,6.594676660426934,,Car3-Car4,No,No
,7.844412069621119,,Car4-Car5,No,No
21.11583899565969,0.08130929807200932,38.008510192187444,Car1-Car2,Yes,Yes
,7.106589724420521,,Car1-Car2,No,No
,12.970675872410386,,Car1-Car2,No,No
,3.1056826396916417,,Car1-Car2,No,No
,3.8842378354067923,,Car2-Car3,No,No
,3.697582881747884,,Car1-Car2,No,No
,3.5547915685780205,,Car2-Car3,No,No
,4.7513892815379695,,Car1-Car2,No,No
,10.309833114530594,,Car1-Car2,No,No
17.67075463986045,0.4925231860369761,31.80735835174881,Car1-Car2,Yes,Yes
,6.242151238095886,,Car1-Car2,No,No
,1.0853612245472208,,Car2-Car3,No,No
,7.210303671930784,,Car1-Car2,No,No
,9.618217086064373,,Car2-Car3,No,No
,6.127126196506302,,Car3-Car4,No,No
,3.3264015727691643,,Car4-Car5,No,No
,9.288589750508654,,Car5-Car6,No,No
,14.007212469358642,,Car6-Car7,No,No
,13.486983158736415,,Car7-Car8,No,No
5.5581866205770085,0.22695706071910265,10.004735917038616,Car1-Car2,Yes,Yes
4.651898675688684,0.26772731176836956,8.37341761623963,Car2-Car3,Yes,Yes
-5.787996413441211,11.273980416825141,-10.41839354419418,Car3-Car4,No,No
-4.899794952471667,11.044386912151603,-8.819630914449,Car4-Car5,No,No
-11.138429391468064,10.613770666906708,-20.049172904642514,Car5-Car6,No,No
,0.5353560769157294,,Car6-Car7,Yes,Yes
,11.245881710885689,,Car7-Car8,No,No
,10.810128897279935,,Car8-Car9,No,No
,0.03413641655408423,,Car9-Car10,Yes,Yes
,0.1513785531156515,,Car10-Car11,Yes,Yes
,16.912613854597975,,Car1-Car2,No,No
,4.706714875434274,,Car1-Car2,No,No
,5.842181016468234,,Car2-Car3,No,No
,3.225607700606202,,Car4-Car5,No,No
,12.015922167777427,,Car1-Car2,No,No
,5.766104295298808,,Car2-Car3,No,No
,5.384658816284606,,Car3-Car4,No,No
,14.410301591372665,,Car1-Car2,No,No
,15.975537155373267,,Car2-Car3,No,No
,9.324728004513974,,Car3-Car4,No,No
,15.25084595471846,,Car1-Car2,No,No
,5.920272067080753,,Car3-Car4,No,No
,1.9916988678772338,,Car6-Car7,No,No
-7.4736027021465645,0.42771384888903824,-13.452484863863816,Car1-Car2,Yes,Yes
,9.190306951554842,,Car3-Car4,No,No
8.204361216872055,0.48187213519393607,14.7678501903697,Car1-Car2,Yes,Yes
-9.705489078083204,0.366576228924733,-17.469880340549768,Car2-Car3,Yes,Yes
5.7212207157043755,0.08921458427029841,10.298197288267877,Car3-Car4,Yes,Yes
7.669752977547574,0.43722506191229804,13.805555359585634,Car1-Car2,Yes,Yes
-11.06472796681476,0.5185854664264204,-19.91651034026657,Car2-Car3,Yes,Yes
,1.2974535476112004,,Car1-Car2,No,No
,4.878488428408934,,Car1-Car2,No,No
,6.673078246634149,,Car2-Car3,No,No
-0.07481949096114841,0.3108118818760482,-0.13467508373006715,Car1-Car2,Yes,Yes
,3.306221227985829,,Car4-Car5,No,No
,12.03822613965523,,Car5-Car6,No,No
,11.432900704335589,,Car1-Car2,No,No
,6.237292894599753,,Car2-Car3,No,No
,1.0209715458659787,,Car1-Car2,No,No
,12.587871204918859,,Car3-Car4,No,No
,18.14832146920533,,Car4-Car5,No,No
,5.226944764294229,,Car1-Car2,No,No
,3.032759520022526,,Car2-Car3,No,No
,8.463812230908319,,Car4-Car5,No,No
,2.7922027598902304,,Car5-Car6,No,No
17.302459791851327,0.09866114236490565,31.144427625332387,Car1-Car2,Yes,Yes
5.903877860325278,1.9158932712174708,10.6269801485855,Car1-Car2,No,No
,5.080906488545,,Car2-Car3,No,No
,4.222472506699949,,Car3-Car4,No,No
,0.1444364535460189,,Car5-Car6,Yes,Yes
,3.113756014488658,,Car6-Car7,No,No
-11.007659552120655,1.7311238334147574,-19.81378719381718,Car1-Car2,No,No
9.368541466864903,2.7466909883252337,16.863374640356824,Car2-Car3,No,No
,0.4884241791006377,,Car3-Car4,Yes,Yes
,1.3973839830303383,,Car4-Car5,No,No
,0.39316163744172633,,Car5-Car6,Yes,Yes
,4.487139897809589,,Car4-Car5,No,No
,10.10659854874222,,Car1-Car2,No,No
,24.22294827533806,,Car2-Car3,No,No
,19.697279594292034,,Car3-Car4,No,No
,3.350230965395701,,Car4-Car5,No,No
,6.959244260432448,,Car5-Car6,No,No
,6.697552365016854,,Car6-Car7,No,No
4.7386999523839775,0.14130921496726234,8.529659914291159,Car1-Car2,Yes,Yes
4.076238932326253,0.32512334579232316,7.337230078187255,Car2-Car3,Yes,Yes
13.004304632197751,0.9560281604158586,23.407748337955955,Car3-Car4,Yes,Yes
9.085567517452224,0.8050639290178966,16.354021531414006,Car1-Car2,Yes,Yes
,4.3384524954849795,,Car2-Car3,No,No
20.066448370386368,0.39013623299228684,36.119607066695465,Car1-Car2,Yes,Yes
37.360724850766275,2.7975577398432327,67.2493047313793,Car1-Car2,No,No
,0.976913508356144,,Car2-Car3,Yes,Yes
-4.142307657052523,12.835484816003877,-7.456153782694542,Car1-Car2,No,No
,4.081372253266848,,Car3-Car4,No,No
,3.416933162695056,,Car6-Car7,No,No
,0.062274018973981424,,Car7-Car8,Yes,Yes
,3.2353231089007037,,Car8-Car9,No,No
,10.711459928406379,,Car9-Car10,No,No
7.002541343555467,0.5080114428776592,12.604574418399839,Car1-Car2,Yes,Yes
4.0010787026239205,7.39595102087357,7.201941664723058,Car2-Car3,No,No
,0.056279851931112096,,Car3-Car4,Yes,Yes
,7.105747776174427,,Car4-Car5,No,No
,11.652109411381998,,Car5-Car6,No,No
,18.88706044596606,,Car6-Car7,No,No
,19.011549024942106,,Car7-Car8,No,No
,11.792533800266911,,Car8-Car9,No,No
,11.435217729293283,,Car9-Car10,No,No
,17.36326163234271,,Car10-Car11,No,No
,13.260573223891303,,Car1-Car2,No,No
-9.875754833133248,0.5662176606901896,-17.776358699639847,Car1-Car2,Yes,Yes
,15.506705037191429,,Car3-Car4,No,No
,9.044952676737177,,Car4-Car5,No,No
,6.982114274431939,,Car5-Car6,No,No
,2.7986411059404936,,Car1-Car2,No,No
,3.117050491936974,,Car2-Car3,No,No
,4.74426722530301,,Car3-Car4,No,No
,4.378772717759909,,Car4-Car5,No,No
,2.7430785937501065,,Car1-Car2,No,No
,4.483540726840102,,Car2-Car3,No,No
,2.003055222204903,,Car3-Car4,No,No
,1.7128588735814243,,Car4-Car5,No,No
,4.502476733877143,,Car5-Car6,No,No
,11.306412134380208,,Car6-Car7,No,No
,2.8931762478997656,,Car8-Car9,No,No
,4.003327045070407,,Car2-Car3,No,No
,3.4592202263730534,,Car5-Car6,No,No
,2.932123319250482,,Car6-Car7,No,No
25.04528447555255,0.8515343116235061,45.08151205599459,Car1-Car2,Yes,Yes
,4.092031698362084,,Car2-Car3,No,No
,16.45269268069402,,Car1-Car2,No,No
,14.284849023735076,,Car2-Car3,No,No
,3.426657729361097,,Car3-Car4,No,No
9.061953699020725,0.40342211911350484,16.311516658237302,Car1-Car2,Yes,Yes
5.380583691104047,0.2527792387761447,9.685050643987285,Car1-Car2,Yes,Yes
,2.4894190122794773,,Car1-Car2,No,No
,14.057098859170042,,Car2-Car3,No,No
,12.886656062456895,,Car3-Car4,No,No
,8.738603581020326,,Car4-Car5,No,No
,1.1859146942564314,,Car1-Car2,No,No
-5.853541909382038,0.18077942937138178,-10.536375436887669,Car1-Car2,Yes,Yes
6.35082980994126,6.743205785619571,11.431493657894267,Car2-Car3,No,No
-3.8326417182768115,0.31650373469614435,-6.898755092898261,Car3-Car4,Yes,Yes
-11.112214813009281,6.579894596811888,-20.00198666341671,Car4-Car5,No,No
,0.06953307643196183,,Car7-Car8,Yes,Yes
,0.145522435623985,,Car8-Car9,Yes,Yes
,1.470482765603118,,Car9-Car10,No,No
,20.705825768880615,,Car1-Car2,No,No
,10.526409102554888,,Car2-Car3,No,No
,7.670122245210124,,Car3-Car4,No,No
,5.2847826689715385,,Car4-Car5,No,No
,12.182878891176008,,Car5-Car6,No,No
7.834209970280836,0.36186089016597206,14.101577946505502,Car1-Car2,Yes,Yes
-4.680471489662576,5.975499921972963,-8.424848681392637,Car2-Car3,No,No
,6.450167747773564,,Car3-Car4,No,No
,6.913565505797835,,Car4-Car5,No,No
,0.4748570716681668,,Car5-Car6,Yes,Yes
,6.541527421261065,,Car6-Car7,No,No
14.62247945160972,0.22171414355704913,26.3204630128975,Car1-Car2,Yes,Yes
,6.401350036331199,,Car2-Car3,No,No
,6.418599125232436,,Car3-Car4,No,No
,10.416332149766788,,Car4-Car5,No,No
,4.133530588524067,,Car5-Car6,No,No
,6.568584920093391,,Car6-Car7,No,No
,7.515419320058722,,Car7-Car8,No,No
,3.7454505930460935,,Car1-Car2,No,No
,3.492246056661591,,Car2-Car3,No,No
,3.8639446423976658,,Car3-Car4,No,No
5.754161274362744,0.16674515537255097,10.357490293852939,Car1-Car2,Yes,Yes
,5.465825320939662,,Car2-Car3,No,No
,5.520252535014886,,Car3-Car4,No,No
,5.932336887356219,,Car4-Car5,No,No
,5.767934078290154,,Car5-Car6,No,No
,8.06156851826184,,Car1-Car2,No,No
,7.487570368916415,,Car2-Car3,No,No
,3.182902658587612,,Car1-Car2,No,No
,6.188825508166699,,Car3-Car4,No,No
,6.843627559419011,,Car4-Car5,No,No
,5.296997611090649,,Car1-Car2,No,No
10.135665121869176,0.030379443427232634,18.244197219364516,Car1-Car2,Yes,Yes
-12.339876422662295,6.3591079338030685,-22.211777560792132,Car2-Car3,No,No
,6.362280200174307,,Car3-Car4,No,No
,0.1148494678267958,,Car4-Car5,Yes,Yes
6.738814191932412,12.117723061328098,12.129865545478342,Car1-Car2,No,No
4.33629075287274,11.83572084591823,7.805323355170932,Car2-Car3,No,No
,11.91843901701196,,Car4-Car5,No,No
,0.380994087844767,,Car5-Car6,Yes,Yes
,0.3079746702111857,,Car6-Car7,Yes,Yes
,11.353159222118316,,Car7-Car8,No,No
4.848998243067181,0.039796884705321646,8.728196837520926,Car1-Car2,Yes,Yes
10.176548248423597,12.974732525595622,18.317786847162473,Car2-Car3,No,No
,0.6619850114320285,,Car7-Car8,Yes,Yes
,1.9530051399656427,,Car1-Car2,No,No
,6.430784225902069,,Car2-Car3,No,No
,2.3437150093103045,,Car3-Car4,No,No
,7.879425583477804,,Car4-Car5,No,No
,11.994931009104821,,Car2-Car3,No,No
,8.521979742777075,,Car3-Car4,No,No
,17.054848052001944,,Car4-Car5,No,No
,18.02413949487446,,Car5-Car6,No,No
5.68343486458792,2.8564240665103386,10.230182756258255,Car1-Car2,No,No
,0.2314041904513064,,Car3-Car4,Yes,Yes
,6.745233630688737,,Car5-Car6,No,No
5.24767525064618,0.220740283123895,9.445815451163124,Car1-Car2,Yes,Yes
10.357588630520537,0.43025816716843884,18.64365953493697,Car2-Car3,Yes,Yes
6.622905242815421,0.29032859126074295,11.921229437067758,Car3-Car4,Yes,Yes
,3.602140665971389,,Car4-Car5,No,No
-11.272773529364752,2.275723770684986,-20.290992352856552,Car1-Car2,No,No
-14.057444350107794,2.819938552690051,-25.303399830194028,Car2-Car3,No,No
-5.067720960159699,0.5447718388336225,-9.121897728287458,Car3-Car4,Yes,Yes
,0.7749212564942335,,Car4-Car5,Yes,Yes
,0.9854107151019539,,Car5-Car6,Yes,Yes
31.883793891703863,5.7241079248670435,57.390829005066955,Car1-Car2,No,No
,4.381315094281145,,Car2-Car3,No,No
,0.20164507383660968,,Car3-Car4,Yes,Yes
,7.2422035790959765,,Car1-Car2,No,No
,16.395438308991743,,Car1-Car2,No,No
17.917680305969572,0.3410387165057915,32.251824550745226,Car1-Car2,Yes,Yes
5.5414141686796725,0.07746652122357424,9.97454550362341,Car2-Car3,Yes,Yes
,3.057729015318815,,Car3-Car4,No,No
5.017450943663585,0.2219012777723672,9.031411698594452,Car1-Car2,Yes,Yes
,4.140123935138279,,Car2-Car3,No,No
,2.9929984019353033,,Car4-Car5,No,No
,8.77856245641634,,Car7-Car8,No,No
,13.849027438547397,,Car1-Car2,No,No
,11.284338764870787,,Car2-Car3,No,No
,2.1365548766314153,,Car1-Car2,No,No
,2.1998284228993303,,Car2-Car3,No,No
,16.12719353629992,,Car3-Car4,No,No
,21.391659665425077,,Car4-Car5,No,No
,16.353339181702303,,Car5-Car6,No,No
,7.890796870444538,,Car6-Car7,No,No
,14.412096869538464,,Car1-Car2,No,No
,6.173732369394369,,Car1-Car2,No,No
,6.356581069658614,,Car2-Car3,No,No
,6.379366716780198,,Car3-Car4,No,No
,6.53945268500364,,Car4-Car5,No,No
,6.999882037953359,,Car7-Car8,No,No
,18.740815600570297,,Car1-Car2,No,No
,21.10131887905943,,Car2-Car3,No,No
,23.75628121041448,,Car3-Car4,No,No
,19.503576872715996,,Car4-Car5,No,No
,6.7498145973428425,,Car5-Car6,No,No
,8.144516902344364,,Car1-Car2,No,No
